sexe;preusuel;annais;nombre
2;OUNAYSA;2007;3
2;OUNAYSA;2010;3
2;OUNAYSA;2018;6
2;OUNAYSA;2019;4
2;OUNAYSA;2021;3
2;OUNAYSA;2022;4
2;OUNAYSA;XXXX;11
