sexe;preusuel;annais;nombre
1;EKHI;2004;3
1;EKHI;2005;3
1;EKHI;2007;4
1;EKHI;2008;3
1;EKHI;2011;4
1;EKHI;2012;3
1;EKHI;2013;3
1;EKHI;2016;3
1;EKHI;2017;3
1;EKHI;2020;3
1;EKHI;2021;4
1;EKHI;XXXX;26
