sexe;preusuel;annais;nombre
2;CHANELE;1986;5
2;CHANELE;1987;5
2;CHANELE;1990;3
2;CHANELE;1993;3
2;CHANELE;1994;3
2;CHANELE;1996;4
2;CHANELE;1999;5
2;CHANELE;2003;5
2;CHANELE;2004;4
2;CHANELE;2006;3
2;CHANELE;2007;6
2;CHANELE;2010;5
2;CHANELE;XXXX;19
