sexe;preusuel;annais;nombre
2;MAELE;1980;4
2;MAELE;1981;4
2;MAELE;1982;4
2;MAELE;1986;3
2;MAELE;1987;5
2;MAELE;1988;5
2;MAELE;1990;4
2;MAELE;1992;3
2;MAELE;1994;8
2;MAELE;1995;9
2;MAELE;1996;8
2;MAELE;1997;19
2;MAELE;1998;8
2;MAELE;1999;23
2;MAELE;2000;21
2;MAELE;2001;35
2;MAELE;2002;34
2;MAELE;2003;30
2;MAELE;2004;26
2;MAELE;2005;23
2;MAELE;2006;29
2;MAELE;2007;27
2;MAELE;2008;36
2;MAELE;2009;23
2;MAELE;2010;12
2;MAELE;2011;14
2;MAELE;XXXX;24
