sexe;preusuel;annais;nombre
2;ISIDORINE;1900;7
2;ISIDORINE;1901;8
2;ISIDORINE;1902;3
2;ISIDORINE;1904;4
2;ISIDORINE;1905;5
2;ISIDORINE;1906;3
2;ISIDORINE;1908;5
2;ISIDORINE;1909;5
2;ISIDORINE;1910;3
2;ISIDORINE;1911;6
2;ISIDORINE;1917;3
2;ISIDORINE;1921;4
2;ISIDORINE;1936;3
2;ISIDORINE;XXXX;36
