sexe;preusuel;annais;nombre
2;IRENE;2010;9
2;IRENE;2011;20
2;IRENE;2012;11
2;IRENE;2013;11
2;IRENE;2014;32
2;IRENE;2015;15
2;IRENE;2016;11
2;IRENE;2017;13
2;IRENE;2018;8
2;IRENE;2019;10
2;IRENE;2020;8
2;IRENE;2021;12
2;IRENE;2022;8
2;IRENE;XXXX;5
