sexe;preusuel;annais;nombre
2;LAURYNA;1993;3
2;LAURYNA;2000;7
2;LAURYNA;2001;4
2;LAURYNA;2002;5
2;LAURYNA;2003;5
2;LAURYNA;2004;3
2;LAURYNA;2005;8
2;LAURYNA;2007;4
2;LAURYNA;2008;5
2;LAURYNA;2009;4
2;LAURYNA;2013;5
2;LAURYNA;2015;5
2;LAURYNA;2016;4
2;LAURYNA;2017;3
2;LAURYNA;XXXX;19
